;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15
16;0.476003;0.049592;0.416104;0.079093;0.476003;0.020454;0.529412;0.029693;0.142996;0.574278;0.529412;1.0;0.8;0.672811;1.0
17;1.2e-05;0.482224;0.324913;0.158014;1.2e-05;0.094104;0.808824;0.584373;0.098948;4.1e-05;0.808824;0.004308;0.443902;0.470046;1.0
18;1.0;0.171545;0.635279;0.063376;1.0;0.0;0.705882;0.245498;0.191904;0.1593;0.705882;0.007913;0.8;0.534562;1.0
19;0.09026;0.468022;0.083665;0.08332;0.09026;0.000493;1.0;0.044595;0.063872;0.36552;1.0;0.004308;0.736585;0.691244;1.0
20;0.003078;0.375486;0.043498;0.25416;0.003078;0.016476;0.617647;0.163714;0.118293;0.13292;0.617647;0.003913;0.44878;0.414747;1.0
21;0.0;0.453394;0.03512;0.210756;0.0;0.021662;0.75;0.30979;0.100616;0.053668;0.75;0.004572;0.44878;0.470046;1.0
22;0.094441;0.030235;0.424296;0.162066;0.094441;0.008792;0.382353;0.02092;0.171453;0.122836;0.382353;0.004924;0.44878;0.410138;1.0
23;0.000317;0.24515;0.27629;0.127677;0.000317;0.069147;0.676471;0.108994;0.16683;0.0;0.676471;0.004352;0.458537;0.156682;1.0
24;0.076385;0.076167;0.265312;0.210619;0.076385;0.067013;0.338235;0.063578;0.161154;0.112228;0.338235;0.003605;0.453659;0.35023;1.0
25;0.007714;0.10535;0.406009;0.182817;0.007714;0.087554;0.455882;0.048416;0.209555;0.006823;0.455882;0.004001;0.370732;0.165899;1.0
26;0.075815;0.32637;0.31574;0.015749;0.075815;0.000871;0.985294;0.021938;0.171436;0.073429;0.985294;0.005319;0.707317;0.336406;1.0
27;0.050067;0.371429;0.406759;0.013004;0.050067;0.0;0.985294;0.03222;0.197597;0.049572;0.985294;0.005847;0.634146;0.359447;1.0
28;0.094182;0.457311;0.289475;0.961367;0.094182;0.46566;0.426471;0.123003;0.262592;0.071098;0.426471;0.003253;0.419512;0.175115;1.0
29;0.070686;0.771034;0.289475;1.0;0.070686;0.425603;0.485294;0.526416;1.0;0.056058;0.485294;0.003649;0.395122;0.248848;1.0
30;0.138813;0.745762;0.060799;0.18268;0.138813;0.387478;0.941176;0.418359;0.174879;0.1593;0.941176;0.007342;0.780488;0.788018;1.0
31;0.635804;0.718034;0.678508;0.850924;0.635804;0.691136;0.470588;0.603168;0.655446;0.832533;0.470588;0.00466;0.487805;0.442396;1.0
32;0.684761;0.732752;1.0;0.678963;0.684761;0.55842;0.544118;1.0;0.465326;0.963983;0.544118;0.00488;0.521951;0.506912;1.0
33;0.550943;0.110991;0.042986;0.219936;0.550943;0.259172;0.294118;0.031434;0.162339;0.722291;0.294118;0.006023;0.643902;0.626728;1.0
34;0.759458;0.238625;0.528804;0.229456;0.759458;0.284453;0.558824;0.078216;0.297346;1.0;0.558824;0.006462;0.653659;0.589862;1.0
35;0.734259;0.239923;0.398394;0.391602;0.734259;0.163231;0.411765;0.09377;0.305726;0.966519;0.411765;0.006155;0.64878;0.56682;1.0
36;0.075784;1.0;0.761725;0.21493;0.075784;0.64671;0.882353;0.002469;0.729474;0.008985;0.882353;0.00488;0.439024;0.0553;1.0
37;0.383435;0.072608;0.289475;0.106724;0.383435;1.4e-05;0.514706;0.014282;0.159906;0.465655;0.514706;0.007122;0.765854;0.658986;1.0
38;0.489728;0.059754;0.132448;0.173241;0.489728;0.15452;0.294118;0.082154;0.127077;0.60171;0.294118;0.006946;0.721951;0.751152;1.0
39;0.385857;0.049155;0.063995;0.071024;0.385857;0.092328;0.426471;0.05085;0.058973;0.477423;0.426471;0.007517;0.785366;0.81106;1.0
40;0.031466;0.195983;0.164942;0.362065;0.031466;0.032244;0.176471;0.04543;0.204031;0.048884;0.176471;0.003121;0.35122;0.322581;1.0
41;0.470806;0.039116;0.536773;0.038185;0.470806;0.0;0.617647;0.022911;0.147774;0.57047;0.617647;0.007649;0.760976;0.751152;1.0
42;0.50664;0.024348;0.094413;0.213977;0.50664;0.000378;0.117647;0.024965;0.113342;0.61589;0.117647;0.007561;0.814634;0.81106;1.0
43;0.475033;0.026245;0.235066;0.167075;0.475033;0.001614;0.294118;0.016237;0.130776;0.57632;0.294118;0.007122;0.82439;0.792627;1.0
44;0.323917;0.036145;0.040507;0.091074;0.323917;0.062806;0.279412;0.027179;0.065138;0.389634;0.279412;0.007517;0.814634;0.778802;1.0
45;0.138813;0.197203;0.418391;0.234965;0.138813;0.066027;0.897059;0.083264;0.262592;0.1593;0.897059;1.0;0.643902;0.631336;1.0
46;0.244494;0.0361;0.2718;0.319642;0.244494;0.060571;0.191176;0.011246;0.223463;0.297923;0.191176;0.00422;0.570732;0.502304;1.0
47;0.010366;0.079273;0.277571;0.256501;0.010366;0.601974;0.308824;0.020443;0.331462;0.007152;0.308824;0.001758;0.234146;0.105991;1.0
48;0.003549;0.161193;0.407963;0.328601;0.003549;0.23387;0.382353;0.002527;0.338766;0.0;0.382353;0.003869;0.292683;0.110599;1.0
49;0.013971;0.195687;0.553407;0.296863;0.013971;0.096799;0.455882;0.083556;0.309448;0.014502;0.455882;0.003957;0.380488;0.198157;1.0
50;0.007468;0.016284;0.051556;0.070053;0.007468;0.613765;0.235294;0.001272;0.186918;0.005887;0.235294;0.000615;0.039024;0.0;1.0
51;0.033958;0.093895;0.261283;0.147979;0.033958;0.036295;0.455882;0.012607;0.167646;0.013215;0.455882;0.004484;0.443902;0.179724;1.0
52;0.479632;0.048786;0.166466;0.161863;0.479632;0.031028;0.308824;0.001763;0.13132;0.578441;0.308824;0.007166;0.814634;0.589862;1.0
53;0.16159;0.003223;0.056795;0.154057;0.16159;0.006678;0.044118;0.00258;0.082018;0.195592;0.044118;0.005803;0.634146;0.488479;1.0
54;0.081647;0.183577;0.155289;0.185018;0.081647;0.598247;0.5;0.176697;0.246308;0.090537;0.5;0.002945;0.268293;0.285714;1.0
55;0.001787;0.037896;0.153739;0.256887;0.001787;0.698685;0.176471;0.092119;0.283351;0.008094;0.176471;0.001055;0.160976;0.16129;1.0
56;0.025908;0.171669;0.287435;0.186928;0.025908;0.552633;0.514706;0.061939;0.302377;0.028173;0.514706;0.002462;0.268293;0.198157;1.0
57;0.008265;0.033251;0.125524;0.270083;0.008265;0.090897;0.132353;0.005603;0.175834;0.00864;0.132353;0.002066;0.287805;0.175115;1.0
58;0.214513;0.00718;0.061631;0.165126;0.214513;0.149861;0.058824;0.004438;0.120497;0.260989;0.058824;0.005891;0.590244;0.539171;1.0
59;0.032704;0.266112;0.489419;0.286333;0.032704;0.446327;0.514706;0.166955;0.362951;0.028895;0.514706;0.002814;0.346341;0.276498;1.0
60;0.078619;0.262212;0.290542;0.158593;0.078619;0.806146;0.647059;0.032787;0.400174;0.050477;0.647059;0.002242;0.336585;0.221198;1.0
61;0.038912;0.267159;0.415521;0.153181;0.038912;0.76588;0.661765;0.030831;0.41369;0.019132;0.661765;0.002066;0.321951;0.202765;1.0
62;0.076558;0.200147;0.250029;0.157653;0.076558;0.930077;0.588235;0.035711;0.403319;0.040352;0.588235;0.002022;0.287805;0.170507;1.0
63;0.007116;0.107846;0.289475;0.348917;0.007116;0.019353;0.426471;0.027353;0.419535;0.007784;0.426471;0.002682;0.443902;0.271889;1.0
64;0.064281;0.115054;0.350322;0.57552;0.064281;0.148915;0.205882;0.010014;0.409194;0.047545;0.205882;0.002682;0.380488;0.156682;1.0
65;0.116868;0.164847;0.288339;0.311384;0.116868;0.547765;0.367647;0.019398;0.396036;0.07179;0.367647;0.002858;0.4;0.138249;1.0
66;0.092962;0.111321;0.287186;0.565505;0.092962;0.176405;0.176471;0.019313;0.393291;0.078561;0.176471;0.002682;0.385366;0.230415;1.0
67;0.155897;0.203846;0.249907;0.263715;0.155897;0.547508;0.455882;0.066846;0.348261;0.148619;0.455882;0.003341;0.409756;0.290323;1.0
68;3e-06;0.075468;0.493223;0.583315;3e-06;0.050368;0.205882;0.031577;0.262592;0.052041;0.205882;0.002594;0.370732;0.285714;1.0
69;0.05722;0.15708;0.308067;0.589452;0.05722;0.131385;0.220588;0.007545;0.416518;0.031741;0.220588;0.002286;0.385366;0.165899;1.0
70;0.082833;0.105876;0.451205;0.51616;0.082833;0.127327;0.235294;0.007148;0.404524;0.061343;0.235294;0.002858;0.429268;0.21659;1.0
71;0.0591;0.088394;0.233638;0.615818;0.0591;0.23782;0.132353;0.009165;0.410597;0.044833;0.132353;0.002242;0.341463;0.115207;1.0
72;0.056342;0.035227;0.094618;0.679439;0.056342;0.332012;0.0;0.008183;0.406625;0.055347;0.0;0.001363;0.287805;0.184332;1.0
73;0.093206;0.107689;0.184952;0.497622;0.093206;0.41881;0.161765;0.038845;0.381148;0.091828;0.161765;0.002286;0.331707;0.21659;1.0
74;0.070714;0.083834;0.347023;0.55233;0.070714;0.220641;0.176471;0.018059;0.398843;0.066064;0.176471;0.002594;0.370732;0.184332;1.0
75;0.11449;0.222894;0.249677;0.196893;0.11449;0.744259;0.544118;0.038403;0.385912;0.080573;0.544118;0.002462;0.370732;0.248848;1.0
76;0.06361;0.273409;0.441443;0.205242;0.06361;0.576578;0.602941;0.065966;0.399999;0.023105;0.602941;0.002814;0.370732;0.221198;1.0
77;0.139286;0.217421;0.222275;0.198768;0.139286;0.721786;0.544118;0.101516;0.352566;0.109064;0.544118;0.003121;0.35122;0.248848;1.0
78;0.073991;0.031254;0.151119;0.701921;0.073991;0.195245;0.014706;0.010665;0.395293;0.080921;0.014706;0.001758;0.331707;0.221198;1.0
79;0.099333;0.20609;0.322415;0.392952;0.099333;0.34337;0.367647;0.084538;0.36459;0.093949;0.367647;0.003121;0.395122;0.258065;1.0
80;0.001753;0.08169;0.137008;0.027126;0.001753;0.804006;0.75;0.031483;0.23775;0.002787;0.75;0.000615;0.058537;0.110599;1.0
81;0.068569;0.192514;0.241875;0.150338;0.068569;0.622989;0.588235;0.072399;0.302864;0.05727;0.588235;0.004484;0.239024;0.179724;1.0
82;0.014214;0.290516;0.550601;0.267746;0.014214;0.334625;0.558824;0.062497;0.386238;0.00747;0.558824;0.004308;0.317073;0.179724;1.0
83;0.001371;0.043341;0.53929;0.09664;0.001371;0.006118;0.514706;0.19513;0.117511;0.000116;0.514706;0.002506;0.443902;0.368664;1.0
84;0.013709;0.320796;0.321896;0.219683;0.013709;0.343073;0.617647;0.021018;0.337227;0.001279;0.617647;0.003473;0.365854;0.202765;1.0
85;0.004541;0.100851;0.34687;0.17555;0.004541;0.667684;0.441176;0.019733;0.332587;0.002832;0.441176;0.001802;0.234146;0.179724;1.0
86;0.003438;0.086134;0.265587;0.178628;0.003438;0.732374;0.397059;0.00408;0.330049;0.002615;0.397059;0.001802;0.2;0.101382;1.0
87;0.016537;0.068042;0.101075;0.14093;0.016537;0.311113;0.338235;0.019161;0.1721;0.009572;0.338235;0.002638;0.209756;0.105991;1.0
88;0.001442;0.224937;0.212231;0.066699;0.001442;0.17783;0.808824;0.004728;0.180315;3e-05;0.808824;0.002814;0.453659;0.211982;1.0
89;0.018077;0.056525;0.042038;0.01496;0.018077;0.632294;0.838235;0.020456;0.166502;0.025327;0.838235;0.000484;0.034146;0.073733;1.0
90;0.014051;0.194858;0.55479;0.295867;0.014051;0.098082;0.455882;0.083743;0.309478;0.01427;0.455882;0.003957;0.380488;0.198157;1.0
91;0.000832;0.028131;0.129335;0.031578;0.000832;0.720935;0.558824;0.009076;0.212455;0.000621;0.558824;0.0;0.0;0.023041;1.0
92;0.008136;0.09624;0.121783;0.170833;0.008136;0.216063;0.367647;0.010103;0.177237;0.004627;0.367647;0.002682;0.268293;0.230415;1.0
93;0.009997;0.113202;0.315458;0.424508;0.009997;0.198236;0.25;0.021273;0.33052;0.008756;0.25;0.002814;0.287805;0.253456;1.0
94;0.032381;0.089877;0.055918;0.05992;0.032381;0.456577;0.617647;0.078649;0.138364;0.043643;0.617647;0.002726;0.190244;0.179724;1.0
95;0.001676;0.087857;0.449642;0.292965;0.001676;0.402097;0.352941;0.034974;0.339163;4.9e-05;0.352941;0.00277;0.239024;0.129032;1.0
96;0.012794;0.129189;0.270795;0.194387;0.012794;0.686726;0.441176;0.002103;0.345517;0.001238;0.441176;0.002286;0.185366;0.059908;1.0
97;0.000727;0.362604;0.46579;0.305096;0.000727;0.004835;0.573529;0.308723;0.238567;0.00098;0.573529;0.004264;0.419512;0.37788;1.0
98;0.307361;0.181999;0.340426;0.088718;0.307361;0.091829;0.691176;0.154901;0.170486;0.29165;0.691176;0.006902;0.619512;0.488479;1.0
99;0.048881;0.544709;0.560523;0.065139;0.048881;0.053697;0.926471;0.011103;0.329612;0.034678;0.926471;0.006418;0.526829;0.24424;1.0
100;0.001164;0.027465;0.370396;0.184369;0.001164;0.034769;0.338235;0.002469;0.183426;0.000688;0.338235;0.003077;0.365854;0.193548;1.0
101;0.20297;0.013442;0.124223;0.109991;0.20297;0.003552;0.25;0.005456;0.080936;0.243514;0.25;0.00721;0.682927;0.543779;1.0
102;0.000459;0.071136;0.817707;0.261265;0.000459;0.058822;0.426471;0.000223;0.342178;0.000112;0.426471;0.002945;0.42439;0.170507;1.0
103;0.020083;0.173482;0.284521;0.04733;0.020083;0.163035;0.779412;0.003482;0.180604;0.001956;0.779412;0.004792;0.404878;0.198157;1.0
104;0.01354;0.083218;0.08583;0.014655;0.01354;0.673505;0.882353;0.006875;0.203064;0.007896;0.882353;0.000747;0.082927;0.059908;1.0
105;0.015083;0.037633;0.046784;0.050029;0.015083;0.112242;0.441176;0.003018;0.070436;0.010219;0.441176;0.001978;0.356098;0.281106;0.0
106;0.012717;0.013884;0.115845;0.088399;0.012717;0.24044;0.279412;0.002058;0.123414;0.015287;0.279412;0.001671;0.24878;0.119816;0.0
107;0.027051;0.005255;0.192779;0.104873;0.027051;0.122391;0.294118;0.002299;0.119583;0.033185;0.294118;0.00277;0.360976;0.230415;0.0
108;0.022896;0.007532;0.149396;0.096527;0.022896;0.190565;0.279412;0.00138;0.1221;0.027814;0.279412;0.002198;0.321951;0.156682;0.0
109;2.8e-05;0.0;0.027395;0.009723;2.8e-05;0.012506;0.367647;0.0;0.012942;3e-05;0.367647;0.001978;0.35122;0.119816;0.0
110;0.05291;0.179346;0.396056;0.334571;0.05291;0.512232;0.397059;0.111695;0.373373;0.049763;0.397059;0.002682;0.321951;0.211982;0.0
111;0.114089;0.187259;0.27139;0.251622;0.114089;0.659811;0.455882;0.085252;0.356092;0.114087;0.455882;0.002726;0.360976;0.239631;0.0
112;0.112303;0.184097;0.279583;0.280322;0.112303;0.603615;0.426471;0.062238;0.363795;0.114574;0.426471;0.002858;0.37561;0.230415;0.0
113;0.057116;0.111629;0.241593;0.627374;0.057116;0.183482;0.147059;0.023063;0.407105;0.04171;0.147059;0.00233;0.346341;0.179724;0.0
114;0.071157;0.174215;0.321742;0.356548;0.071157;0.514434;0.352941;0.081297;0.377708;0.064654;0.352941;0.002506;0.346341;0.202765;0.0
115;0.02381;0.30304;0.582506;0.252274;0.02381;0.388741;0.573529;0.048394;0.411383;0.010047;0.573529;0.002901;0.4;0.239631;0.0
116;0.073452;0.188367;0.24682;0.134025;0.073452;1.0;0.602941;0.016773;0.406654;0.04808;0.602941;0.001715;0.278049;0.18894;0.0
117;0.065208;0.197203;0.269898;0.612404;0.065208;0.153797;0.161765;0.019576;0.406155;0.04695;0.161765;0.002242;0.370732;0.207373;0.0
118;0.084213;0.232603;0.307042;0.255439;0.084213;0.625642;0.5;0.070993;0.384842;0.055878;0.5;0.002638;0.356098;0.225806;0.0
119;0.107777;0.194718;0.290715;0.31816;0.107777;0.516088;0.397059;0.053756;0.376471;0.090747;0.397059;0.00277;0.390244;0.230415;0.0
120;0.08649;0.126984;0.190793;0.567545;0.08649;0.269382;0.161765;0.008652;0.406325;0.055688;0.161765;0.002286;0.370732;0.193548;0.0
121;0.057815;0.232671;0.469729;0.230342;0.057815;0.560264;0.544118;0.037197;0.401501;0.043542;0.544118;0.002682;0.370732;0.211982;0.0
122;0.083985;0.189805;0.255428;0.222971;0.083985;0.794748;0.485294;0.029251;0.399347;0.055456;0.485294;0.002374;0.317073;0.16129;0.0
123;0.042005;0.298759;0.388965;0.257931;0.042005;0.547164;0.558824;0.013599;0.422659;0.011685;0.558824;0.002506;0.380488;0.207373;0.0
124;0.097232;0.146889;0.178002;0.318482;0.097232;0.715121;0.308824;0.025108;0.394681;0.070313;0.308824;0.002154;0.321951;0.202765;0.0
125;0.009683;0.209766;0.823388;0.196048;0.009683;0.386634;0.573529;0.017161;0.422855;0.008221;0.573529;0.002682;0.4;0.239631;0.0
126;0.020413;0.348329;0.419781;0.156724;0.020413;0.697166;0.720588;0.012362;0.424907;0.007234;0.720588;0.002154;0.346341;0.21659;0.0
127;0.025342;0.25877;0.520177;0.275902;0.025342;0.458995;0.529412;0.051975;0.407753;0.015904;0.529412;0.002418;0.360976;0.230415;0.0
128;0.075751;0.192273;0.357374;0.312166;0.075751;0.530512;0.411765;0.048385;0.390281;0.061549;0.411765;0.002682;0.356098;0.221198;0.0
129;0.059525;0.245284;0.318322;0.279127;0.059525;0.606931;0.485294;0.033831;0.411639;0.021624;0.485294;0.00255;0.346341;0.152074;0.0
130;0.117263;0.178826;0.24527;0.283193;0.117263;0.629748;0.397059;0.013107;0.407367;0.049411;0.397059;0.002462;0.370732;0.193548;0.0
131;0.053668;0.230326;0.358444;0.302786;0.053668;0.549939;0.455882;0.008813;0.424251;0.011809;0.455882;0.00233;0.365854;0.165899;0.0
132;0.124209;0.214388;0.276175;0.257374;0.124209;0.588766;0.470588;0.008951;0.408551;0.050006;0.470588;0.00277;0.4;0.193548;0.0
133;0.067196;0.213236;0.297581;0.234794;0.067196;0.736061;0.5;0.018237;0.410195;0.038212;0.5;0.002154;0.331707;0.207373;0.0
134;0.064509;0.310226;0.394012;0.282593;0.064509;0.431167;0.544118;0.013554;0.418201;0.0226;0.544118;0.002682;0.42439;0.235023;0.0
135;0.141215;0.13488;0.1818;0.248983;0.141215;0.763092;0.367647;0.016433;0.373088;0.130272;0.367647;0.002638;0.356098;0.21659;0.0
136;0.045733;0.273415;0.448771;0.335801;0.045733;0.356511;0.485294;0.018621;0.418759;0.016993;0.485294;0.002901;0.4;0.156682;0.0
137;0.049836;0.289778;0.373765;0.25552;0.049836;0.561506;0.558824;0.010139;0.422743;0.014378;0.558824;0.002506;0.380488;0.165899;0.0
138;0.107484;0.283057;0.26373;0.211183;0.107484;0.644671;0.588235;0.015241;0.418356;0.020808;0.588235;0.002726;0.404878;0.207373;0.0
139;0.032738;0.273868;0.482757;0.32612;0.032738;0.367267;0.485294;0.011567;0.424584;0.008689;0.485294;0.00277;0.4;0.147465;0.0
140;0.091795;0.165966;0.273856;0.384291;0.091795;0.476187;0.323529;0.089694;0.36707;0.083576;0.323529;0.002814;0.35122;0.235023;0.0
141;0.078218;0.247136;0.351597;0.444298;0.078218;0.210438;0.367647;0.062033;0.38739;0.057169;0.367647;0.003165;0.4;0.253456;0.0
142;0.081518;0.222894;0.413574;0.485084;0.081518;0.088547;0.338235;0.129267;0.359942;0.067814;0.338235;0.003385;0.409756;0.281106;0.0
143;0.055329;0.215989;0.263224;0.273624;0.055329;0.720165;0.455882;0.059211;0.369489;0.1593;0.455882;0.002374;0.302439;0.198157;0.0
144;0.062602;0.00474;0.006527;0.001893;0.062602;0.000574;0.691176;0.00229;0.002578;0.075392;0.691176;0.00888;0.960976;0.940092;0.0
145;0.054608;0.005423;0.017416;0.004364;0.054608;0.001033;0.602941;0.003063;0.006073;0.066217;0.602941;0.008177;0.892683;0.857143;0.0
146;0.060551;0.005837;0.010082;0.001781;0.060551;0.000216;0.735294;0.003589;0.003089;0.073058;0.735294;0.008836;0.946341;0.921659;0.0
147;0.045843;0.007627;0.008461;0.016681;0.045843;0.003295;0.323529;0.007223;0.008927;0.055766;0.323529;0.007078;0.785366;0.75576;0.0
148;0.065091;0.007157;0.001518;0.000505;0.065091;0.000155;0.970588;0.005197;0.00031;0.078493;0.970588;0.009232;0.985366;0.981567;0.0
149;0.06621;0.003772;0.002665;0.000575;0.06621;0.000446;0.808824;0.001429;0.001237;0.079387;0.808824;0.009232;0.990244;0.967742;0.0
150;0.057904;0.008237;0.01406;0.001223;0.057904;0.0;0.808824;0.004076;0.004162;0.070032;0.808824;0.008397;0.931707;0.903226;0.0
151;0.064639;0.004846;0.006168;0.0;0.064639;7e-06;0.867647;0.002063;0.001577;0.078026;0.867647;0.0091;0.985366;0.967742;0.0
152;0.05133;0.004454;0.01306;0.010866;0.05133;0.001452;0.382353;0.002683;0.26093;0.062039;0.382353;0.007386;0.839024;0.78341;0.0
153;0.059922;0.004236;0.005022;0.006306;0.059922;0.000142;0.441176;0.004491;0.003243;0.071925;0.441176;0.008573;0.921951;0.907834;0.0
154;0.068295;0.001405;0.0;0.001321;0.068295;0.000101;0.529412;0.001281;0.0;0.082529;0.529412;0.009364;1.0;1.0;0.0
155;0.060822;0.007706;0.009762;0.000561;0.060822;5.4e-05;0.867647;0.002969;0.003362;0.072912;0.867647;0.008748;0.960976;0.926267;0.0
156;0.065661;0.002143;0.003952;0.001605;0.065661;0.00027;0.588235;0.00142;0.00116;0.079582;0.588235;0.0091;0.985366;0.976959;0.0
157;0.002277;0.055915;0.084568;0.068641;0.002277;0.040792;0.470588;0.007241;0.071729;0.002544;0.470588;0.00277;0.419512;0.18894;0.0
158;0.007449;0.028489;0.05153;0.069082;0.007449;0.097062;0.323529;0.008366;0.055552;0.041373;0.323529;0.002286;0.253659;0.327189;0.0
159;0.017671;0.039659;0.099646;0.048223;0.017671;0.051874;0.5;0.014929;0.262592;0.013851;0.5;0.003517;0.453659;0.211982;0.0
160;0.017252;0.077824;0.081878;0.045707;0.017252;0.029083;0.647059;0.000152;0.075177;0.000367;0.647059;0.00422;0.531707;0.165899;0.0
161;0.015061;0.032558;0.097052;0.074508;0.015061;0.01699;0.367647;0.008973;0.064993;0.017808;0.367647;0.003429;0.453659;0.253456;0.0
